;location_id;city;general_info_text
163;371556085;Paphos Municipality;"Paphos (Greek: Πάφος, also Pafos; Turkish: Baf) is a town at the southwestern tip of Cyprus, between the coast and the Troodos Mountains. The city is inscribed on the UNESCO World Heritage List. "
164;218264408;Dimos Pano Lefkaron;"Lefkaron is a village in Cyprus, Larnaca district, referred to by Cypriots as ""Lefkara the beautiful"". The name Lefkara refers either to the area or the larger of the three vilagges in the area, Pano Lefkara. Pano Lefkara is a picturesque, unspoiled little town, with lots of history and tradition, in the southern foothills of the Troodos mountains. It boasts a unique architecture preserved to this day. It is famous for its lacemaking tradition (Lefkaritika Kentimata). Population around 1000. Within walking distance is the village of Kato Lefkara, population about 100. A designated nature trail connects Lefkara to Kato Drys, another picturesque small village in the area, via the Sotira mountain peak. "
165;147696681;Prague;Prague (Czech: Praha) is the capital and largest city of the Czech Republic. The city's historic buildings and narrow, winding streets are testament to its centuries-old role as capital of the historic region of Bohemia. Prague lies on the banks of the beautiful, meandering Vltava River that reflects the city's golden spires and 9th century castle that dominates the skyline.
166;199573133;Brno;"Brno (pronounced Bruhno) (German: Brünn, Štatl in the local dialect) is the major city of Moravia (a historical region in the Czech Republic). It is the largest city in Moravia and the second-largest city in the Czech Republic by population and area. It was founded around the year 1000; and since the 14th century, the city served as the capital of Moravia. Brno is the heart of Moravia and its cultural hub; it's home to many institutions related to Moravian history and culture. At the same time, Brno represents the administrative center of the contemporary South Moravian region. It has a population of around 380,000 people, and it's in a beautiful natural environment between South Moravian vineyards and the Moravian Karst."
167;145162870;České Budějovice;České Budějovice (also known as Budweis in German or English) is in South Bohemia, in the Czech Republic. The town has since grown into the metropolitan centre. It is the largest town in South Bohemia region and it has approximately 96,000 inhabitants.
168;146257624;Český Krumlov;Český Krumlov (German: Krumau) is a beautiful town of 14,600 inhabitants in Southern Bohemia, in the Czech Republic. Like Prague, the town is situated on the Vltava River and is full of Baroque buildings housing cafes and bars, features a spectacular castle (the second largest in the Czech Republic), and an old-town square. The town's appearance is little changed since the 18th century and the buildings have been well maintained and restored. In 1992, Cesky Krumlov was added to the UNESCO World Heritage List. The town is very popular among tourists, who outnumber the local population in the summer and are still a notable presence during Christmas time.
169;147023202;Karlovy Vary;Karlovy Vary (also known as Karlsbad, its German name or Carlsbad, its English name) is a historic spa town in West Bohemia, in the western Czech Republic. It's famous for its mineral springs and its gorgeous Belle Epoque architecture.
170;145596910;Kutná Hora;Kutná Hora is a town in the Central Bohemia region of the Czech Republic.
171;200034760;Olomouc;Olomouc (Olomóc or Holomóc in the local dialect, Olmütz in German) has the second largest and second oldest historic preservation zone in the Czech Republic (after Prague). Olomouc lies astride the Morava River and is surrounded by the fertile Haná plain. It was the capital of Moravia until 1641 and is the sixth-largest city in the country, with approximately 100,000 inhabitants (2022).
172;197225129;Ostrava;Ostrava is a city in the borderland of Moravia and Silesia in the Czech Republic. With a population of 290,000 (2019), it is the third largest city in the Czech Republic and the centre of the second largest urban agglomeration after Prague.
173;162263725;Copenhagen;"Copenhagen (Danish: København) is the capital city of Denmark and forms the moderate conurbation that one million Danes call home. It is big enough to form a small Danish metropolis, with shopping, culture and nightlife par excellence, yet small enough still to feel intimate and be safe. Although mixed in its urban scene, the city is easy to navigate. Overlooking the Øresund Strait, connected to Sweden by a 15-km bridge-tunnel. Copenhagen serves as a cultural and geographic link between the Nordic countries and central Europe. Copenhagen is where old fairy tales blend with flashy modern architecture and world-class design; where warm jazz mixes with crisp electronica from Copenhagen's basements. You could feel you have seen all of Copenhagen in one day, but further exploration will keep you discovering more for months."
174;268968008;Letterkenny;Letterkenny is the largest town in County Donegal, with a population of 19,274 in 2016. It's a workaday place, frankly not scenic, but with lots of accommodation and other visitor amenities. It's the county transport hub and a good base for exploring the rest of Donegal, especially the north coast.
175;278041840;Limerick;Limerick (Luimneach) is a city in County Limerick in the Shannon Region of Ireland, with a population of 94,192 in 2016. It's a miniature Dublin with its Georgian streets, historic sights, and many visitor amenities, and is a good base for visiting its surrounding county plus County Clare and County Tipperary.
176;176823623;Aalborg;Aalborg is the largest city in North Jutland, Denmark. Its population, as of 2016, is 134,672, making it the fourth largest city in Denmark.
177;178325195;Aarhus;"Aarhus (also written Århus and pronounced Oar-Hoos) is the main city on the Jutland peninsula in Denmark. ""City of Cafés"" is a moniker the city wears with pride: its roster of coffeeshops exemplifies Aarhus' elegant mix of cosmopolitan city life and quaint small-town charm. With a population of almost 350,000 in 2020, it is Denmark's second largest city and has the youngest population."
178;164362632;Esbjerg;Esbjerg is a city in Southwestern Jutland.
179;163650174;Nykøbing Falster;Nykøbing Falster is a city on the island of Falster in the south eastern part of Denmark with just short of 20,000 citizens.
180;263930402;Nagasaki;Nagasaki (長崎) is the capital of Nagasaki prefecture on the island of Kyushu, Japan.
181;264541060;Nara;Nara (奈良市) is an ancient capital city in Nara Prefecture, Kansai region of Japan. Overshadowed by its more famous neighbor Kyoto, Nara is omitted from many a time-pressed tourist's itinerary. However, Nara is home to many important scenic and historical sites, and today preserves its main sights much more attractively than Kyoto within Nara Park and neighborhoods like Naramachi. In addition to lovely foliage and many old buildings, Nara Park is famous for deer—hundreds of them that have become very comfortable around people and can be fed and petted.
182;261815850;Osaka;Ōsaka (大阪) is the beating heart of Japan's Kansai region and the largest of the Osaka-Kobe-Kyoto trio, with a population of over 17 million people in the greater metropolitan area. With fantastic food and nightlife, great connectivity and accommodation options in every price bracket, it makes a great base for exploring the entire region.
183;266858254;Sapporo;"Sapporo (札幌) is the capital and largest city of the northern island of Hokkaido. One of Japan's newest and most orderly cities, it has little in the way of traditional architecture. But what it lacks in ""Japanese-ness"" it makes up for with its lovely open, tree-filled boulevards to enjoy in summer and excellent snow (and facilities to cope with said snow) in the long winter. Its name means “The great dry river”."
184;163780254;Odense;"Odense is the largest city on the island of Funen (""Fyn"" in Danish) in Denmark. As Denmark's third-largest city, it offers the traveller a mixture of an exciting vibrant night-life, beautiful street-scapes, great shopping opportunities & a rich cultural heritage."
185;162842303;Roskilde;Roskilde is in West Zealand, Denmark, 35 km west of Copenhagen. Roskilde is an ancient city dating from the Viking age. The most important historical sights are the Viking Museum and Roskilde Cathedral, world heritage site. Roskilde is also home to the giant rock music event, Roskilde Festival.
186;176481351;Skagen;Skagen is a town in North Jutland.
187;218693803;Al Salt;"Al Salt is an ancient town in Northern Jordan; it was once the capital of the territory. "
188;64086086;Nairobi;Nairobi, a city of 4.4 million (2019) on the Nairobi River. It is the political, financial and media capital of Kenya, and a transit point that most travellers to Kenya will pass through. Nairobi is the largest and fastest growing city in Kenya, and one of the largest cities in Africa. It is worth taking a few days to experience this bustling metropolis.
189;227845011;Seoul;Seoul (서울) is the capital of South Korea. With a population of over 10 million (with over 20 million in the wider metropolitan area), Seoul is by far South Korea's largest city and one of East Asia's financial and cultural centers. A fascinating blend of ancient traditions and cutting-edge digital technology, home to endless street food vendors and vast nightlife districts, an extraordinarily high-pressure educational system and serene Buddhist temples, a dynamic trend-setting youth culture and often crushing conformism, extraordinary architecture and endless monotonous rows of grey apartment buildings, Seoul is a city filled with stark contrasts, contradictions, and paradoxes.
190;266078597;Busan;"Busan (부산, 釜山; formerly romanized as Pusan) is a large port city located in the south-eastern province of South Gyeongsang, South Korea. It is the country's second city with beautiful beaches, mountains, spas, and renowned seafood."
191;228275921;Chuncheon-si;Chuncheon (춘천, 春川) is the capital of Gangwon (강원, 江原), the northeasternmost province of South Korea. 
192;35320567;Quito;Quito is the capital of Ecuador. It was founded in 1534 on the ruins of an ancient Inca city. Today, two million people live in Quito. It was the first city to be named a UNESCO World Heritage Site in 1978 (along with Kraków in Poland).
193;35022079;Ambato;Ambato is a city in the central Andean Highlands of Ecuador.
194;264197450;Daegu;Daegu (대구, 大邱), formerly romanized as Taegu and officially known as the Daegu Metropolitan City, is South Korea's fourth largest city (after Seoul, Busan, and Incheon), and the third largest metropolitan area in the nation, with over 2.5 million residents. Daegu is in southeastern Korea, about 80 km (50 miles) from the seacoast, near the Geumho River and its mainstream, Nakdong River in Gyeongsang-do.
195;374888087;Daejeon;Daejeon (대전, 大田, formerly Taejon) is the capital of South Chungcheong province. Yuseong Hot Springs Resort and Daecheong Dam are amongst the city's most popular tourist attractions.
196;228479183;Gwangju;Gwangju (광주, 光州) (means city of light), (formerly Romanized as Kwangju) is a metropolitan city in the center of South Jeolla province, South Korea. Gwangju has a thriving youth and arts culture and even a glance down the streets of 'Geumnam-ro' will note a generally more fashion-conscious populace. Further to this, the city has numerous art galleries and hosts a biennial Bienalle.
197;35075865;Baños;Baños (de Agua Santa) is a small city in the Andean Highlands of Ecuador under the smoke of volcano Tungurahua. Popular with both foreign and domestic visitors coming for outdoor activities, Baños is known as the adventure capital of Ecuador.
198;35049742;Cuenca;Cuenca is a vibrant colonial city in southern Ecuador, the third largest in the country, and the capital of Azuay Province. The city is located in a highland valley at about 2,500 m (8,200 ft) above sea level, and is home to 518,000 people according to the 2010 census. Its moderate climate makes it enjoyable year round. The center of the city is listed as a UNESCO World Heritage Site site because of its many historical buildings. Everywhere you look in Cuenca, there are flowers, blooming trees, grass and rushing waters. 
199;34998310;Guayaquil;Guayaquil is the largest city in Ecuador. This article also covers Durán, which is a UNESCO Creative City on the other side of the river.
200;299422579;Ibarra;Ibarra is a city in Ecuador. It's a colonial town of 100,000 inhabitants and the capital of Imbabura province, and is halfway to the Ecuador-Colombia border at Tulcán.
201;34855954;Loja;Loja is a city in the south of the Andean Highlands region of Ecuador.
202;297934232;Otavalo;"Otavalo is a city in the North of Ecuador. It has about 50,000 inhabitants and is the capital of the canton of the same name. Otavalo is world-famous for its indigenous population, the Otavalos, many of which are travelling around the world to sell their famous handicrafts or play in Andean Folk music groups. The Otavalos are considered the economically most successful indigenous group of Latin America, and many of the grandest houses and largest pick-up trucks in Otavalo are owned by Otavalos. However, a great percentage of the Otavalos, especially in the surrounding villages, live in poverty and are victims of racial discrimination. Otavalos are easily recognized by their traditional dress: white pants and a dark poncho for men; a dark skirt and a white blouse with colourful embroidery and colourful waisteband for women. Both sexes wear their hair long (the men usually platted)."
203;75336011;Cairo;"Cairo (pronounced KY-roh; Arabic: القاهرة al-Qāhirah) is the capital of Egypt and, with a total population of Greater Cairo metropolitan area in excess of 16 million people, one of the largest cities in both Africa and the Middle East (the regions which it conveniently straddles). It is also the 19th largest city in the world, and among the world's most densely populated cities."
204;73639109;Alexandria;"Alexandria (pronounced al-ig-ZAN-dree-uh ; Arabic: الإسكندرية / اسكندرية al-Iskandariyya / Eskendereyya ) is Egypt's second largest city (5.2 million people in 2018), its largest seaport, and the country's window onto the Mediterranean Sea. The city is a faded shadow of its former glorious cosmopolitan self, but still worth a visit for its many cultural attractions and still-palpable glimpses of its past."
205;72973596;Aswan;Aswan (Arabic: أسوان àswân) is the southernmost city of Egypt, some 870 km south of Cairo, just below the Aswan Dam and Lake Nasser, with a population of 275,000. Aswan is far more relaxed and smaller than Cairo and Luxor.
206;72341938;Hurghada;Hurghada (Arabic: الغردقة el-ğarda’a) is a resort town on the Red Sea Coast of Egypt. Famous for its superb diving opportunities, Hurghada is especially appealing to those with little experience of scuba diving, who come to marvel at the underwater reefs and awesome marine life.
207;72296943;Luxor;Luxor (Arabic: الأقصر, pronounced in Egyptian Arabic: lo’Sor) is the premier travel destination in Upper (southern) Egypt and the Nile Valley.
208;74144129;Port Said;Port Said (Arabic: بورسعيد bōr sa`īd) is Egypt's third largest city (603,787 people), its second largest seaport and the entry point of the Suez Canal by the Mediterranean.
209;264343755;Gyeongju-si;"Gyeongju (경주시, 慶州市; formally romanized as Kyongju) is in North Gyeongsang province, South Korea. The capital of the Silla Kingdom for approximately the whole first millennium CE, Gyeongju is definitely worth visiting if you are at all interested in Korean history. "
210;228609015;Incheon;Incheon (Hangul: 인천, Hanja: 仁川, formerly romanized as Inchon) is a city in South Korea on the coast directly bordering the west of Seoul. It is a rapidly expanding centre for new urban development. Several beautiful islands, such as Yeongjong Island and Ganghwa Island, are also within city limits.
211;72325167;Sharm Ash Sheikh;"Sharm Ash Sheikh (Arabic شرم الشيخ) is a large resort at the south tip of the Sinai Peninsula in Egypt. The main reasons to visit are for scuba-diving and other water and beach activities, and to explore the Sinai desert. Often abbreviated to ""Sharm"", in Arabic it's pronounced Sharm i-Shaykh: the ""Sha"" is a sun-letter that absorbs the preceding ""el-"". It's the most developed and most cosmopolitan of the Sinai resorts. "
212;72481409;El Quseir;"El Quseir (spellings vary: Kosseir, Al Qusair, Quseir, Qusseir, Qosseir; Arabic: القصير el oSēr) is a fishing town 100 km north of Marsa Alam on the Red Sea Coast of eastern Egypt."
213;301232238;San Salvador;San Salvador is the capital city of El Salvador, approximately in the center of the country in a valley near the base of the San Salvador volcano. The city has a long history, with origins dating back to the Spanish conquest of the Pipil tribes.
214;299186935;Municipio de La Libertad;Surf's up in La Libertad, the most popular surfer's beach in El Salvador. It's also got a great malecon for evening strolls, with several good seafood restaurants with ocean views and spectacular sunsets. 
215;298732660;San Francisco Gotera;San Francisco Gotera is a city in Morazán Department.
216;299672341;Santa Ana;"Santa Ana is the second largest city of El Salvador and a very important one in terms of agriculture and coffee production (coffee plantations - called fincas - cover much of the land outside town and up the hills). Its historic center offers some of the best preserved architecture in El Salvador, including the Cathedral of Santa Ana, a marvel of neo-gothic architecture, the Teatro de Santa Ana, a beautifully decorated theatre of the early 1900s; and the Palacio Municipal in front of the main plaza with giant palm trees shooting out from its courtyard. "
217;300543792;San Miguel;"San Miguel is the third largest city in El Salvador and center of agriculture and production. It is less cosmopolitan than the capital San Salvador in the West but the surrounding areas of San Miguel are very beautiful with many beaches around the city. The weather is amazing, very warm and subtle and so the ""Wild East"" offers tourists the opportunity to get off the beaten path and see an authentic El Salvador "
218;299875616;Santa Tecla;Santa Tecla is the second largest city in El Salvador.
219;299460524;Municipio de Suchitoto;Suchitoto is a town of about 7,700 people in El Salvador. It has become an important tourist destination partly due to its well-conserved colonial architecture and cobblestone roads that provide a sense of Spanish colonial living. It is a peaceful, relaxing town where one could easily spend a few days.
220;180863916;Helsinki;"Helsinki (Helsingfors in Swedish) is Finland's capital and largest city. Helsinki combines modern and historic architectural styles with beautiful open spaces. The city is surrounded by hundreds of tiny islands, and is a cultural bridge between the East and West. The ""Pearl of the Baltic Sea"" is easy to explore on foot or on bike, and it has a laid-back vibe."
221;181106521;Jyvaeskylae;Jyväskylä is a lively university city and the capital of Central Finland. About a third of the city's 143,000 inhabitants are students. Beautifully set between lakes and ridges, many motorsports fans are familiar with the city as the Neste Oil Rally of the World Rally Championships series takes place around the city each July. 
222;268026926;Oulu;Oulu (Swedish: Uleåborg) is the biggest city in Northern Finland, with about 210,000 inhabitants (in 2021). The adjacent town of Kempele is also handled in this article.
223;181286958;Rauma;Rauma (Finnish) or Raumo (Swedish) is a town in Satakunta. The wooden houses in the center of the old town are a UNESCO World Heritage site, as is the Bronze Age burial site Sammallahdenmäki about 20 km east of downtown. Rauma is the third oldest town in Finland, and has approximately 40,000 inhabitants. It is a historic seafaring town but in the 20th century paper milling became its main industry. The Olkiluoto nuclear power plant in nearby Eurajoki municipality is a major regional employer.
224;268305444;Rovaniemi;Rovaniemi, on the Arctic Circle, is the capital, transport hub and main commercial centre of Lapland, Finland's northernmost province. The city is located 2,613 km (1,623 mi) south of the North Pole. It is a highly popular tourist destination and is considered to be the official home town of Santa Claus.
225;180611437;Savonlinna;Savonlinna (Swedish: Nyslott) is a small city in South Savonia province, Eastern Finland, close to the Russian border. Savonlinna is one of the iconic tourism destinations of Finland with traditions of hospitality going back to the 19th century. The town has been attracting visitors with its spa, lake nature including two national parks. In summertime the town offers rich variety of lake cruises - still many operated with old lake steamers.
226;180678975;Tampere;"Tampere (Swedish: Tammerfors) is the third largest city in Finland with around 236,000 inhabitants, and around 376,000 in the metropolitan area (as of 2019; second largest). Located 170 km north of the Finnish coastal capital Helsinki, it is also the most populous inland town in the Nordic countries. The city lies on a narrow isthmus between Lake Näsijärvi, which reaches far to the north, and Lake Pyhäjärvi in the south. In addition, there are some 200 lakes and ponds in Tampere, and around 450 in the region. Despite being predominantly a former heavy industry centre, today Tampere is a major hub for information technology, research, education, culture, sports and business. In 2010, the City of Tampere came in first in an image survey comparing the largest cities in Finland. Leaving Helsinki behind, it was also found the most attractive city among Finns who plan on moving. In August 2021 the Tampere light rail system opened; as of 2022, it is the only one in Finland outside the capital area."
227;180026961;Turku;"Turku (Swedish: Åbo) is Finland's oldest city and the biggest one until the mid 1800s. Believed to have been founded in the early 13th century, it is the cradle of modern Finnish culture and has extensively influenced Finnish history. Turku's fantastic culinary scene has earned it the nickname ""the Paris of Finland"" and the city has been called ""Finland's gateway to the West""."
228;114827617;Paris;Paris, the cosmopolitan capital of France, is one of the largest agglomerations in Europe, with 2.2 million people living in the dense (105 km2) central city in 2022, 10 million people in the Métropole du Grand Paris (814 km2) and almost 13 million people living in the metropolitan area. In the centre-north of the country on the river Seine, Paris has the reputation of being the most beautiful and romantic of all cities, brimming with historic associations and remaining vastly influential in the realms of culture, art, fashion, food and design.
229;182615978;Tallinn;Tallinn is Estonia's capital and largest city. On the shore of the Gulf of Finland, it is a city of over 400,000 inhabitants. It is home to a third of the country's population, and is also the capital of Harju County in Northern Estonia.
230;181932764;Tartu;Tartu (formerly known as Dorpat or Yuryev) is the second largest city in Estonia with a population of 94,000 (2019).
231;181679617;Narva;Narva is the easternmost city in Estonia, at the Russian border.
232;182837885;Paernu linn;Pärnu is a resort seaside city (and Estonia's summer capital) with a small harbour in south-western Estonia. The city is known for its spas, shallow white sandy beach and beautiful parks. In summer, Pärnu offers beach life, dozens of festivals, night clubs, big party crowds, concerts and funfairs. 
233;182014357;Rakvere;Rakvere (Tarbapea in ancient Estonian, Weisenberg in German, Rakowor in Russian) is Estonia’s fifth largest city and situated the northern part of the country, 20 km south of the Gulf of Finland and approximately 100 km east of Tallinn and west of Narva.
234;178826899;Haapsalu;Haapsalu is a major seaside resort town on the west coast of Estonia, approximately 100 km south-west of Tallinn.
235;182592840;Viljandi;Viljandi is an ancient hilly city of 17,000 people (2019) in the South of Estonia.
236;178139695;Kuressaare;Kuressaare is the capital of Saaremaa, the largest of Estonia's islands.
237;281388749;Bordeaux;Bordeaux is a city in the Gironde region of southwest France, standing on the River Garonne. It's the country's fifth largest city, with a population of 259,809 in 2020, and another million living in its associated towns. Bordeaux is famous for its wines and deserves to be equally famous for its magnificent neo-classical waterfront and old town, a UNESCO World Heritage Site.
238;118533424;Lille;Lille (Dutch: Rijsel) is the capital of the Hauts-de-France region in northern France and the core of one of the largest metropolitan agglomerations in the country. Historically, it has also been the capital of Flanders, and later an industrial powerhouse, thanks to which it now boasts a large and handsome historic centre. Today, it is known as a major economic and academic centre, with a very large student population. Situated at the literal crossroads of Europe, Lille is within a 90-minute train ride from Paris, Brussels and London.
239;108560795;Lyon;Lyon is the capital of the French administrative region of Auvergne-Rhône-Alpes. A city of half a million, Lyon alone is the country's third-largest city, but its metropolitan area is only second in population to Paris. Lyon is mostly known as the gastronomic epicentre of France, with one of the highest concentrations of restaurants per capita in the country. Lyon was a Roman provincial capital and thus has extensive Roman ruins. Architecture in old Lyon ranges from 12th century to modern, and is primarily influenced by its position in the Renaissance as a centre of silk production.
240;102392404;Marseille;With 1.6 million people in its urban area (2019), Marseille (Provençal: Marselha) is the second most populated city of France (and third urban area) the biggest Mediterranean port and the economic center of the Provence-Alpes-Côte d'Azur region. In 2013 the city (with its region) was the European Capital of Culture, a large series of cultural events took place, and several new infrastructures were inaugurated.
241;280001735;Nantes;"Nantes (Breton: Naoned) is the capital of Pays de la Loire region in northwest France. Historically it was part of Brittany, whose dukes built up its castle and made the town their capital. It was also a major port on the Loire. Nowadays the economy of Nantes is driven by the service sector; in 2020 the population was 320,732."
242;101790855;Nice;"Nice (pronounced like the English word ""niece"") is a large city in France on the French Riviera. It's a popular destination for vacationers young and old, with something to offer nearly everyone. It is well known for the beautiful view on the Promenade des Anglais, its famous waterfront, and is an ethnically diverse port city. In 2021 the waterfront and a considerable part of the city were listed on the UNESCO World Heritage List."
243;136466809;Strasbourg;Strasbourg (German: Straßburg, Alsatian: Strossburi) is the capital of the Grand-Est region of France and is most widely known for hosting a number of important European institutions. It is also famous for its beautiful historical centre - the Grande Île - which was the first city centre to be classified entirely as a World Heritage Site by UNESCO.
244;71811585;Shuwaikh;NA
245;159647018;Berlin;Berlin is Germany's capital and biggest city. Within the city limits, Berlin in 2022 had a population of 3.7 million.
246;156551882;Bremen;"The Free Hanseatic City of Bremen is a city in northern Germany with a major port on the River Weser. The population is 567,000 (2020). It is also the name of one of the states of Germany which consists of two separated enclaves on the River Weser; the other enclave, Bremerhaven, is covered by its own article."
247;132108060;Cologne;Cologne has a rich history, reaching back to the time of the ancient Roman Empire, when it was founded. It has remained a constantly inhabited important regional centre since. Compared to other German and European cities, the ancient and medieval Cologne was relatively large, covering most of the modern-day city centre. A wealth of architectural heritage can therefore be found across the city ranging from pre-Christian times to strikingly modern buildings, with a high concentration of Romanesque and Gothic architecture, culminating in the magnificent cathedral (Dom).
248;149526183;Dresden;At the end of World War II in Europe, Dresden suffered catastrophic damage from Allied bombing, and then lost much of its remaining architectural heritage at the hands of East German city planners. However, the city has managed to resurrect some of its charm by rebuilding various landmarks. The reconstruction of the famous Frauenkirche was completed just in time for the what was marketed as the city's 800th birthday in 2006 (dated from the first mention in extant historical documents, as is common in Germany).
249;128083633;Dusseldorf;While Frankfurt is the German hub for financial services and many other German cities excel in various branches of industry, Düsseldorf has the highest concentration of professional services, creative industries and media, and is regarded as the German capital of fashion. Düsseldorf also hosts a large number of German or European head offices of Japanese companies, and has a considerable Japanese population, forming over 1% of the city's population.
250;152571305;Frankfurt;Frankfurt (German: Frankfurt am Main) is the largest city in the German state of Hesse, and is considered the business and financial centre of Germany. It is the fifth largest city in Germany after Berlin, Hamburg, Munich and Cologne. The city is known for its modern skyline, and for hosting the headquarters of the European Central Bank, the Deutsche Börse stock exchange and numerous German financial services companies. Furthermore, it hosts some of the world's most important trade shows, such as the Frankfurt Auto Show and the Frankfurt Book Fair. Located on the river Main at a crossroad of the German Autobahn system and connected to several high-speed rail lines, with Germany's busiest airport on its outskirts, Frankfurt is one of the most important transportation hubs of Europe.
251;375323748;Hamburg;The Free and Hanseatic City of Hamburg (Freie und Hansestadt Hamburg) is Germany's second-largest city and, at the same time, one of Germany's 16 federal states or Bundesländer. Prior to the formation of the modern German state, Hamburg for centuries enjoyed a status as de facto independent city state and regional power and trade hub in the North Sea. Although situated over 100 km (62 mi) upriver from the North Sea on the Elbe, Hamburg has been one of Europe's most important ports for centuries, as reflected in its full name referencing the Hanseatic League. The city was built upon a number of islands formed by the wide river and its larger and smaller tributaries, and a huge part of its southern half is occupied by the massive port.
252;143612795;Munich;Munich (German: München, Bavarian: Minga) is the capital of the federal state of Bavaria in the south of Germany. Within the city limits, Munich in 2021 had a population of just under 1.5 million, the third most populous city in Germany. Greater Munich including its suburbs had a population of 2.6 million. The Munich metropolitan region which encompasses cities such as Augsburg and Ingolstadt had a population just under 6 million.
253;88144946;Gyor;It is the capital of Győr-Moson-Sopron county. The city is the sixth largest in Hungary, with around 129,000 inhabitants (2017).
254;87675207;Kecskemét;Kecskemét is a town in central Hungary and the county seat of Bács-Kiskun county, half way between Budapest and Szeged, almost equal distance from the two big rivers of the country, Danube and Tisza. The city is well known for its secessionist architecture, museums, and for being the birthplace of composer Zoltan Kodály.
255;199420534;Miskolc;Miskolc, with population of about 157,000 (2017), is the third largest city in Hungary, located in the north-east of the country, east of Bükk mountains.
256;85387508;Nyíregyháza;Nyíregyháza is the county seat and largest city in Szabolcs-Szatmár-Bereg county in Eastern Hungary.
257;86844603;Pécs;Pécs (PEH-ch) is a town in the south-west of Hungary. Pécs is the administrative and economic centre of Baranya County. The city has a Mediterranean atmosphere and is treasure trove of science, arts and sacrality. It had famous and glorious periods. Here are several values of the Roman times, the Middle Ages, the Turkish occupation and the development of the middle-class are built on one another or next to one another such as Gothic, Renaissance, baroque dwelling houses, Christian churches and Islamic houses of prayer, mosques and minarets, baths and public buildings. It's also an active university city, with some 20,000 students enrolled at the University of Pécs, approximately 4,000 of whom are international students.
258;85445428;Szeged;"Szeged is a Hungarian city in the Csongrád-Csanád County. The third largest city in the country, it is sometimes called ""the city of sunshine"", for its brilliant weather. It is known for the imposing cathedral, a wealth of Art Nouveau and historicist buildings, and for the fish soup Halászlé."
259;80349478;Athens;Athens (Greek: Αθήνα, Athína), is the capital city of Greece with a metropolitan population of 3.7 million inhabitants (2020). It is in many ways the birthplace of Classical Greece, and therefore of Western civilization. It is a place where modern Greek culture business and social life flourishes amidst ancient monuments. Athens has turned into a large and bustling city, but as a result it also suffers from congestion, pollution, and poverty.
260;368825120;Chania;Chania (Greek Χανιά, also transliterated Hania or even Khania) is a beautiful port town on the northwest coast of Crete, with an atmosphere reflecting its Venetian and Turkish past. Highly livable spot.
261;79470944;Chersonissos;Chersonissos is a city in Crete.
262;79639735;Heraklion;Heraklion (Greek: Ηράκλειον, Irákleio) or Iraklio is the major city and capital of Crete, the largest of the Greek islands. Its archaeological museum holds the remains of the 4000-year-old Minoan civilization, which centred on the nearby palace of Knossos, with its Minotaur legend. The city has several Venetian and Byzantine churches and the biggest in East Mediterranean well-preserved Venetian wall and harbour fortress from the 15th century.
263;83186116;Kavala;Kavala (Greek: Καβάλα) is a city in Macedonia (Greece). Kavala is one of the most beautiful smaller cities in Greece offering a wide range of places of interest for tourism. A wealth of possibilities for excursions in the surrounding area, many beautiful not overcrowded beaches, archaeological sites and many places of natural beauty makes it a fun-filled vacation destination.
264;80122529;Municipality of Patras;Patras (Modern Greek: Πάτρα, Greek pronunciation: [ˈpatra], Classical Greek and Katharevousa: Πάτραι (pl.)) is the third largest city of Greece, after Athens and Thessaloniki. It is the capital of the Prefecture of Achaea on the Peloponnese and the western gateway into the country, thanks to numerous ferry connections with Italy. 
265;371538319;Rhodes;Rhodes (Greek: Ρόδος, Ródos) is one of the largest and most fertile of the Greek Islands, and is one of the most visited because of its combination of beaches, archaeological sites, and extensive medieval town. The climate is particularly good, with the weather typically sunny and mild. The island is usually counted as one of the Dodecanese, but due to its importance for travelers is considered separately here.
266;82833037;Thessaloniki;Thessaloniki (Greek: Θεσσαλονίκη, Albanian, Turkish: Selanik, Serbian, Bulgarian, Macedonian: Солун, Solun, Romanian: Salonic) is the capital of the region of Central Macedonia, Greece, and is, at about one million inhabitants (2011), the second largest city in the country. More importantly, it is a city with a continuous 3,000-year history, preserving relics of its Roman, Byzantine and Ottoman past and of its formerly dominant Jewish population. Its Byzantine churches, in particular, are included in UNESCO's World Heritage list.
267;87441800;Budapest;"Budapest is the capital city of Hungary. With a unique, youthful atmosphere, world-class classical music scene, a pulsating nightlife increasingly appreciated among European youth, and last but not least, an exceptional offer of natural thermal baths, Budapest is one of Europe's most delightful and enjoyable cities. Due to the exceedingly scenic setting, and its architecture it is nicknamed ""Paris of the East""."
268;85335903;Debrecen;"Debrecen is the ""capital city of the Great Hungarian Plain"", and the county seat and largest city of Hajdú-Bihar County in eastern Hungary. It is the second largest city in the country with over 200,000 inhabitants (2019), and historically the most important city in Hungarian Protestantism."
269;370564634;Delhi;Delhi (Hindi: दिल्ली Dillī, Punjabi: ਦਿੱਲੀ Dilī, Urdu: دلّی Dillī) is India's capital and seat of government. It forms the National Capital Territory of Delhi, rather than being part of a state. Delhi is one of India's largest cities, and the core of one of the largest metropolitan areas in the world, with over 28½ million inhabitants (2018). Within India it is a major centre of arts, commerce, education, tourism, and transit. As the capital of several empires over the last 2000 years, Delhi also contains a striking array of well-preserved historic sites for tourists to visit.
