Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
BTU;Bintulu;Bintulu;Malaysia;MY;3.2;113.033333;749;1737486;1733045;3.2, 113.033333
TUK;Turbat;Turbat;Pakistan;PK;30.533333;73.816667;764;1163054;1168579;30.533333, 73.816667
VIV;Vivigani;Vivigani;Papua New Guinea;PG;-9.3;150.316667;804;\N;2088628;-9.3, 150.316667
CAC;Cascavel;Cascavel;Brazil;BR;-24.95;-53.483333;316;3472969;3469034;-24.95, -53.483333
MEA;Macae;Macae;Brazil;BR;-22.383333;-41.783333;316;3458266;3469034;-22.383333, -41.783333
ILF;Ilford;Ilford;Canada;CA;56.066667;-95.583333;906;\N;6251999;56.066667, -95.583333
YPW;Powell River;Powell River;Canada;CA;49.883333;-124.55;906;6112608;6251999;49.883333, -124.55
YTK;Tulugak;Tulugak;Canada;CA;5.18;120.486111;906;\N;6251999;5.18, 120.486111
TII;Tirinkot;Tirinkot;Afghanistan;AF;32.628611;65.8775;701;\N;1149361;32.628611, 65.8775
CBB;J Wilsterman;Cochabamba;Bolivia;BO;-17.4;-66.15;312;3919968;3923057;-17.4, -66.15
MZY;Mossel Bay;Mossel Bay;South Africa;ZA;-34.183333;22.15;562;\N;953987;-34.183333, 22.15
ANN;Annette Island;Annette Island;United States;US;55.033333;-131.566667;67;\N;6252001;55.033333, -131.566667
EDF;Elmendorf Afb;Anchorage;United States;US;61.251389;-149.806389;67;5879400;6252001;61.251389, -149.806389
AXS;Municipal;Altus;United States;US;34.702778;-99.333333;67;4529292;6252001;34.702778, -99.333333
GUX;Guna;Guna;India;IN;24.483333;77.316667;733;1270711;1269750;24.483333, 77.316667
LPX;Liepaya;Liepaya;Latvia;LV;56.516667;21.1;451;\N;458258;56.516667, 21.1
HEB;Henzada;Henzada;Myanmar;MM;17.6;95.45;706;1325211;1327865;17.6, 95.45
CPB;Capurgana;Capurgana;Colombia;CO;8.633333;-77.333333;327;\N;3686121;8.633333, -77.333333
STR;Stuttgart Echterdingen;Stuttgart;Germany;DE;48.683333;9.2;429;2825297;2921044;48.683333, 9.2
ABA;Abakan;Abakan;Russian Federation;RU;53.716667;91.433333;770;1512236;2017370;53.716667, 91.433333
SMY;Simenti;Simenti;Senegal;SN;13.166667;-13.166667;569;\N;2245662;13.166667, -13.166667
UIN;Municipal;Quincy;United States;US;39.933333;-91.183333;67;5807713;6252001;39.933333, -91.183333
VNY;Van Nuys;Los Angeles, CA;United States;US;34.209722;-118.49;67;5368361;6252001;34.209722, -118.49
LYC;Lycksele;Lycksele;Sweden;SE;64.6;18.666667;484;\N;2661886;64.6, 18.666667
SGZ;Songkhla;Songkhla;Thailand;TH;7.333333;100.533333;782;\N;1605651;7.333333, 100.533333
GBI;Auxiliary Airfield;Grand Bahama;Bahamas;BS;26.631944;-78.359167;204;\N;3572887;26.631944, -78.359167
WPA;Puerto Aisen;Puerto Aisen;Chile;CL;-45.416667;-72.7;324;\N;3895114;-45.416667, -72.7
LYG;Lianyungang;Lianyungang;China;CN;34.55;119.25;713;1788694;1814991;34.55, 119.25
NPU;San Pedro Uraba;San Pedro Uraba;Colombia;CO;4.672222;-76.7275;327;\N;3686121;4.672222, -76.7275
TAU;Tauramena;Tauramena;Colombia;CO;5.016667;-72.733333;327;3667355;3686121;5.016667, -72.733333
LKB;Lakeba;Lakeba;Fiji;FJ;-18.2;178.833333;821;\N;2205218;-18.2, 178.833333
GBO;Baltimore Greenbelt T;Baltimore;United States;US;39.186111;-76.683333;67;4505716;6252001;39.186111, -76.683333
MEJ;Meadville;Meadville;United States;US;41.619444;-80.2;67;5200644;6252001;41.619444, -80.2
LGO;Langeoog;Langeoog;Germany;DE;53.75;7.483333;429;2880861;2921044;53.75, 7.483333
FIG;Fria;Fria;Guinea;GN;10.35;-13.566667;531;\N;2420477;10.35, -13.566667
TKK;Truk;Truk;Micronesia;FM;7.0;152.0;810;\N;2081918;7.0, 152.0
DHI;Dhangarhi;Dhangarhi;Nepal;NP;28.25;80.675;755;1283467;1282988;28.25, 80.675
OML;Omkalai;Omkalai;Papua New Guinea;PG;-6.183333;144.966667;804;\N;2088628;-6.183333, 144.966667
VLK;Volgodonsk;Volgodonsk;Russian Federation;RU;47.683333;42.083333;770;472761;2017370;47.683333, 42.083333
UGC;Urgench;Urgench;Uzbekistan;UZ;41.666667;60.533333;788;1512473;1512440;41.666667, 60.533333
PPK;Petropavlovsk;Petropavlovsk;Kazakhstan;KZ;54.783333;69.183333;738;1520172;1522867;54.783333, 69.183333
MDL;Mandalay International;Mandalay;Myanmar;MM;21.702222;95.977778;706;1311874;1327865;21.702222, 95.977778
CSY;Cheboksary;Cheboksary;Russian Federation;RU;56.090278;40.347222;770;569696;2017370;56.090278, 40.347222
FGI;Fagali I;Apia;Samoa;WS;-14.166667;-171.666667;892;4035413;4034894;-14.166667, -171.666667
KMU;Kismayu;Kismayu;Somalia;SO;-0.416666999999999;42.841667;573;55671;51537;-0.416666999999999, 42.841667
ZAZ;Zaragoza;Zaragoza;Spain;ES;41.666667;-1.019444;482;3104324;2510769;41.666667, -1.019444
LER;Leinster;Leinster;Australia;AU;-27.833333;120.616667;802;\N;2077456;-27.833333, 120.616667
ZGI;Gods River;Gods River;Canada;CA;54.683333;-94.166667;906;\N;6251999;54.683333, -94.166667
AIG;Yalinga;Yalinga;Central African Republic;CF;6.516667;23.25;509;\N;239880;6.516667, 23.25
DTR;Decatur Island;Decatur Island;United States;US;42.218611;-83.348333;67;\N;6252001;42.218611, -83.348333
TBN;Forney AAF;Fort Leonard Wood;United States;US;37.733333;-92.15;67;\N;6252001;37.733333, -92.15
LNS;Lancaster;Lancaster;United States;US;40.116667;-76.3;67;5364940;6252001;40.116667, -76.3
LTW;St Marys County;Leonardtown;United States;US;38.283333;-77.633333;67;4360551;6252001;38.283333, -77.633333
VOK;Volk Field;Camp Douglas;United States;US;43.916667;-90.266667;67;\N;6252001;43.916667, -90.266667
YIP;Willow Run;Detroit, MI;United States;US;42.25;-83.383333;67;4990729;6252001;42.25, -83.383333
BBX;Wings Field;Blue Bell;United States;US;40.15;-75.266667;67;5180961;6252001;40.15, -75.266667
CIM;Cimitarra;Cimitarra;Colombia;CO;6.483333;-74.033333;327;3686255;3686121;6.483333, -74.033333
GON;New London;New London;United States;US;41.333333;-72.05;67;5264455;6252001;41.333333, -72.05
WRL;Worland;Worland, WY;United States;US;43.965833;-107.884167;67;5843495;6252001;43.965833, -107.884167
MYE;Miyake Jima;Miyake Jima;Japan;JP;34.066667;139.566667;736;\N;1861060;34.066667, 139.566667
NVG;Nueva Guinea;Nueva Guinea;Nicaragua;NI;11.666667;-84.45;153;3617459;3617476;11.666667, -84.45
AMG;Amboin;Amboin;Papua New Guinea;PG;-4.6;143.5;804;\N;2088628;-4.6, 143.5
ENK;Enniskillen St. Angelo;Enniskillen;United Kingdom;GB;54.398889;-7.633333;493;2649984;2635167;54.398889, -7.633333
SOU;Southampton Airport;Eastleigh near Southampton;United Kingdom;GB;50.95;-1.35;493;\N;2635167;50.95, -1.35
ION;Impfondo;Impfondo;Congo;CG;1.616667;18.066667;515;2259655;2260494;1.616667, 18.066667
LTQ;Le Touquet;Le Touquet;France;FR;50.516667;1.616667;427;2999139;3017382;50.516667, 1.616667
QMK;Heliport;Niaqornaarsuk;Greenland;GL;67.333333;-53.8;975;\N;3425505;67.333333, -53.8
OBY;Ittoqqortoormiit;Ittoqqortoormiit;Greenland;GL;70.483333;-22.016667;975;\N;3425505;70.483333, -22.016667
RAD;Road Town;Tortola;Virgin Islands;VG;18.45;-64.6;282;\N;3577718;18.45, -64.6
IVW;Inverway;Inverway;Australia;AU;-17.766666999999998;129.233333;802;\N;2077456;-17.766666999999998, 129.233333
TAN;Tangalooma;Tangalooma;Australia;AU;-27.178056;153.373611;802;\N;2077456;-27.178056, 153.373611
GYD;Heydar Aliyev International;Baku;Azerbaijan;AZ;40.4675;50.046667;407;587084;587116;40.4675, 50.046667
DOU;Dourados;Dourados;Brazil;BR;-22.2;-54.866667;316;3464460;3469034;-22.2, -54.866667
YZE;Gore Bay;Gore Bay;Canada;CA;45.885278;-82.567778;906;\N;6251999;45.885278, -82.567778
OMF;King Hussein;Mafraq;Jordan;JO;32.333333;36.233333;639;250582;248816;32.333333, 36.233333
WVK;Manakara;Manakara;Madagascar;MG;-22.116667;48.016667;541;1061605;1062947;-22.116667, 48.016667
RAZ;Rawala Kot;Rawala Kot;Pakistan;PK;33.866667;73.766667;764;\N;1168579;33.866667, 73.766667
DVO;Francisco Bangoy International;Davao;Philippines;PH;7.125556;125.645833;766;1715348;1694008;7.125556, 125.645833
TFS;Sur Reina Sofia;Tenerife;Spain;ES;28.044444;-16.5725;482;2511174;2510769;28.044444, -16.5725
XYN;Kristinehamn Rail;Kristinehamn;Sweden;SE;56.0;14.15;484;2699282;2661886;56.0, 14.15
LGT;Las Gaviotas;Las Gaviotas;Colombia;CO;4.583333;-70.833333;327;\N;3686121;4.583333, -70.833333
RTB;Roatan;Roatan;Honduras;HN;16.316944;-86.523056;131;3602736;3608932;16.316944, -86.523056
GWV;Glendale;Glendale;United States;US;-17.360556;31.059722;67;5423075;6252001;-17.360556, 31.059722
SIY;Siskiyou County;Montague;United States;US;41.781389;-122.466389;67;5568152;6252001;41.781389, -122.466389
MGN;Baracoa;Magangue;Colombia;CO;9.266667;-74.883333;327;3675692;3686121;9.266667, -74.883333
NCT;Guanacaste;Nicoya;Costa Rica;CR;10.2;-85.466667;110;3622716;3624060;10.2, -85.466667
TIJ;General A. L. Rodriguez Intl;Tijuana;Mexico;MX;32.541111;-116.970278;148;3981609;3996063;32.541111, -116.970278
FNC;Madeira;Funchal;Portugal;PT;32.697778;-16.774444;469;2267827;2264397;32.697778, -16.774444
PLK;M Graham Clark;Branson/point Lookout;United States;US;36.616667;-93.216667;67;4378219;6252001;36.616667, -93.216667
MXO;Municipal;Monticello;United States;US;40.65;15.016667;67;5543377;6252001;40.65, 15.016667
SGF;Springfield-Branson Rg;Springfield;United States;US;37.25;-93.383333;67;5754005;6252001;37.25, -93.383333
MYV;Yuba County;Marysville;United States;US;39.1;-121.566667;67;5802570;6252001;39.1, -121.566667
LLE;Malelane;Malelane;South Africa;ZA;-25.466667;31.566667;562;\N;953987;-25.466667, 31.566667
BIL;Billings;Billings;United States;US;45.8;-108.533333;67;5640350;6252001;45.8, -108.533333
CZN;Chisana Field;Chisana;United States;US;62.083333;-142.05;67;\N;6252001;62.083333, -142.05
DLL;Dillon;Dillon;United States;US;34.416667;-79.366667;67;5648657;6252001;34.416667, -79.366667
NTM;Miracema Do Norte;Miracema Do Norte;Brazil;BR;-9.183333;-48.5;316;\N;3469034;-9.183333, -48.5
DOR;Dori;Dori;Burkina Faso;BF;14.033333;-0.033333;593;2361082;2361809;14.033333, -0.033333
ZYZ;Berchem Railway Stn.;Antwerp;Belgium;BE;51.216667;4.416667;409;2803138;2802361;51.216667, 4.416667
WBG;Schleswig-jagel;Schleswig-jagel;Germany;DE;51.25;13.016667;429;\N;2921044;51.25, 13.016667
AEK;Aseki;Aseki;Papua New Guinea;PG;-7.366667;146.283333;804;\N;2088628;-7.366667, 146.283333
ANV;Anvik;Anvik;United States;US;62.65;-160.216667;67;\N;6252001;62.65, -160.216667
MRB;Eastern Wv Regional Airport/Shepherd Field;Martinsburg;United States;US;39.401667;-77.984444;67;5200055;6252001;39.401667, -77.984444
YEC;Yecheon;Yecheon;Korea;KR;36.625;128.355;778;\N;1835841;36.625, 128.355
ROA;Roanoke Regional Airport;Roanoke;United States;US;37.316667;-79.983333;67;4925483;6252001;37.316667, -79.983333
SFO;San Francisco International;San Francisco, CA;United States;US;37.618889;-122.375;67;5391959;6252001;37.618889, -122.375
BUQ;Bulawayo;Bulawayo;Zimbabwe;ZW;-20.016667;28.633333;565;894701;878675;-20.016667, 28.633333
INL;Falls Intl;International Falls;United States;US;48.566667;-93.4;67;5031404;6252001;48.566667, -93.4
LMB;Salima;Salima;Malawi;MW;-13.75;34.566667;542;924055;927384;-13.75, 34.566667
ADC;Andakombe;Andakombe;Papua New Guinea;PG;-7.133333;145.733333;804;\N;2088628;-7.133333, 145.733333
IAA;Igarka;Igarka;Russian Federation;RU;67.433333;86.633333;770;1505991;2017370;67.433333, 86.633333
KJA;Krasnojarsk;Krasnojarsk;Russian Federation;RU;56.173056;92.493333;770;1502027;2017370;56.173056, 92.493333
ALN;Alton;Alton;United States;US;38.891667;-90.172222;67;5082602;6252001;38.891667, -90.172222
BGI;Grantley Adams International;Bridgetown;Barbados;BB;13.074722;-59.4925;246;3374036;3374084;13.074722, -59.4925
XSE;Sebba;Sebba;Burkina Faso;BF;13.433333;0.533333;593;\N;2361809;13.433333, 0.533333
YEK;Arviat;Arviat;Canada;CA;61.116667;-94.05;906;\N;6251999;61.116667, -94.05
ASW;Aswan;Aswan;Egypt;EG;23.964444;32.82;591;359792;357994;23.964444, 32.82
RTA;Rotuma Island;Rotuma Island;Fiji;FJ;-12.5;177.083333;821;\N;2205218;-12.5, 177.083333
VBV;Vanuabalavu;Vanuabalavu;Fiji;FJ;-16.666667;179.05;821;\N;2205218;-16.666667, 179.05
UAK;Narsarsuaq;Narsarsuaq;Greenland;GL;61.148611;-45.372222;975;\N;3425505;61.148611, -45.372222
BGJ;Borgarfjordur Eystri;Borgarfjordur Eystri;Iceland;IS;64.466667;-21.983333;439;\N;2629691;64.466667, -21.983333
DIB;Dibrugarh;Dibrugarh;India;IN;27.483333;94.9;733;1272648;1269750;27.483333, 94.9
HAQ;Hanimaadhoo;Hanimaadhoo;Maldives;MV;6.75;73.15;750;\N;1282028;6.75, 73.15
GDL;Don Miguel Hidalgo y Costilla International;Guadalajara;Mexico;MX;21.454722;-103.301111;148;4005539;3996063;21.454722, -103.301111
TPU;Tikapur;Tikapur;Nepal;NP;28.5;81.133333;755;1282666;1282988;28.5, 81.133333
ISB;Islamabad International;Islamabad;Pakistan;PK;33.616667;73.1;764;1176615;1168579;33.616667, 73.1
BOC;Bocas Del Toro;Bocas Del Toro;Panama;PA;9.35;-82.25;162;\N;3703433;9.35, -82.25
CIW;Canouan Island;Canouan Island;Saint Vincent and the Grenadines;VC;12.716667;-61.333333;279;\N;3577815;12.716667, -61.333333
ESD;Orcas Island;Eastsound;United States;US;48.716667;-122.816667;67;\N;6252001;48.716667, -122.816667
FEC;Feira De Santana;Feira De Santana;Brazil;BR;-12.25;-38.95;316;3463478;3469034;-12.25, -38.95
AEP;Arpt. Jorge Newbery;Buenos Aires;Argentina;AR;-34.559167;-58.415556;303;3435910;3865483;-34.559167, -58.415556
KRB;Karumba;Karumba;Australia;AU;-17.5;140.866667;802;\N;2077456;-17.5, 140.866667
ZNE;Newman;Newman;Australia;AU;-23.416667;119.933333;802;\N;2077456;-23.416667, 119.933333
XTO;Taroom;Taroom;Australia;AU;-25.65;149.8;802;\N;2077456;-25.65, 149.8
GRB;Austin-straubel Field;Green Bay;United States;US;44.483333;-88.133333;67;5254962;6252001;44.483333, -88.133333
YIH;Yichang;Yichang;China;CN;30.7;111.183333;713;1786764;1814991;30.7, 111.183333
MVB;Franceville/Mvengue;Franceville;Gabon;GA;0.666667;11.016667;526;2400555;2400553;0.666667, 11.016667
CRR;Ceres;Ceres;Argentina;AR;-29.866667;-61.833333;303;\N;3865483;-29.866667, -61.833333
ALT;Alenquer;Alenquer;Brazil;BR;-1.938889;-54.747222;316;3407980;3469034;-1.938889, -54.747222
HVA;Analalava;Analalava;Madagascar;MG;-14.633333;47.766667;541;\N;1062947;-14.633333, 47.766667
NJK;El Centro NAF;El Centro, CA;United States;US;32.829167;-115.671667;67;5345609;6252001;32.829167, -115.671667
SEE;Gillespie Field;San Diego;United States;US;32.550278;-116.916389;67;5391811;6252001;32.550278, -116.916389
MCK;Mccook;Mccook;United States;US;40.2;-100.583333;67;5697383;6252001;40.2, -100.583333
LSE;Municipal;La Crosse;United States;US;43.883333;-91.25;67;5258957;6252001;43.883333, -91.25
MPZ;Municipal;Mt Pleasant;United States;US;40.966667;-91.55;67;\N;6252001;40.966667, -91.55
SND;Seno;Seno;Laos;LA;16.666667;105.016667;744;\N;1655842;16.666667, 105.016667
GYI;Gisenyi;Gisenyi;Rwanda;RW;-1.7000000000000002;29.25;566;202905;49518;-1.7000000000000002, 29.25
SQZ;RAF Station;Scampton;United Kingdom;GB;53.3;-0.566666999999999;493;\N;2635167;53.3, -0.566666999999999
EAU;Chippewa Valley Regional Airport;Eau Claire, WI;United States;US;44.865833;-91.484167;67;5251436;6252001;44.865833, -91.484167
OGG;Kahului;Maui, HI;United States;US;20.898611;-156.430556;67;\N;6252001;20.898611, -156.430556
OTZ;Kotzebue;Kotzebue;United States;US;66.866667;-162.633333;67;5866726;6252001;66.866667, -162.633333
CBF;Municipal;Council Bluffs;United States;US;41.266667;-95.866667;67;4852832;6252001;41.266667, -95.866667
NGV;Ngiva;Ngiva;Angola;AO;23.076111;34.374444;502;\N;3351879;23.076111, 34.374444
IDI;ndiana County Airport;Indiana, PA;United States;US;40.632222;-79.105556;67;5194868;6252001;40.632222, -79.105556
SUS;Spirit Of St Louis;St Louis;United States;US;38.662222;-90.651944;67;\N;6252001;38.662222, -90.651944
OLI;Rif;Olafsvik;Iceland;IS;64.911389;-23.823056;439;\N;2629691;64.911389, -23.823056
BDQ;Vadodara;Vadodara;India;IN;22.316667;73.266667;265;1253573;1269750;22.316667, 73.266667
ISG;Ishigaki;Ishigaki;Japan;JP;24.344444;124.186944;736;1861416;1861060;24.344444, 124.186944
SWX;Shakawe;Shakawe;Botswana;BW;-18.383333;21.833333;510;933077;933860;-18.383333, 21.833333
GRP;Gurupi;Gurupi;Brazil;BR;-11.666667;-49.216667;316;3461724;3469034;-11.666667, -49.216667
XPA;Pama;Pama;Burkina Faso;BF;11.25;0.7000000000000001;593;\N;2361809;11.25, 0.7000000000000001
XIC;Xichang;Xichang;China;CN;27.966667;102.216667;713;1789647;1814991;27.966667, 102.216667
TGX;Tingrela;Tingrela;Cote D'Ivoire;CI;10.486944;-6.409722;533;2280589;2287781;10.486944, -6.409722
BKE;Baker;Baker;United States;US;44.833333;-117.816667;67;5638252;6252001;44.833333, -117.816667
BTV;Burlington International;Burlington;United States;US;44.471944;-73.153333;67;5788539;6252001;44.471944, -73.153333
AHH;Municipal;Amery;United States;US;45.283333;-92.366667;67;5243872;6252001;45.283333, -92.366667
OUD;Les Angades;Oujda;Morocco;MA;34.683333;-1.75;548;2540483;2542007;34.683333, -1.75
PRU;Prome;Prome;Myanmar;MM;18.933333;-95.216667;706;1299154;1327865;18.933333, -95.216667
MEY;Meghauli;Meghauli;Nepal;NP;27.577778;84.231389;755;\N;1282988;27.577778, 84.231389
PRB;Paso Robles;Paso Robles;United States;US;35.666667;-120.633333;67;5381438;6252001;35.666667, -120.633333
KAA;Kasama;Kasama;Zambia;ZM;-10.216667;31.133333;597;912764;895949;-10.216667, 31.133333
EMX;El Maiten;El Maiten;Argentina;AR;-42.068056;-71.155556;303;\N;3865483;-42.068056, -71.155556
KBD;Kimberley Downs;Kimberley Downs;Australia;AU;-17.4;124.366667;802;\N;2077456;-17.4, 124.366667
RFN;Raufarhofn;Raufarhofn;Iceland;IS;66.416667;-15.916667;439;\N;2629691;66.416667, -15.916667
ASX;Ashland;Ashland;United States;US;46.548611;-90.918889;67;5711789;6252001;46.548611, -90.918889
UZU;Curuzu Cuatia;Curuzu Cuatia;Argentina;AR;-29.783333;-58.016667;303;\N;3865483;-29.783333, -58.016667
RCU;Rio Cuarto;Rio Cuarto;Argentina;AR;-33.1;-64.266667;303;3838874;3865483;-33.1, -64.266667
KOH;Koolatah;Koolatah;Australia;AU;-15.966667;142.416667;802;\N;2077456;-15.966667, 142.416667
CXY;Cat Cays;Cat Cays;Bahamas;BS;24.315;-75.453611;204;\N;3572887;24.315, -75.453611
DAE;Daparizo;Daparizo;India;IN;27.5;94.333333;733;\N;1269750;27.5, 94.333333
HSV;Huntsville International - Carl T. Jones Field;Huntsville, AL;United States;US;34.637222;-86.775;67;4699540;6252001;34.637222, -86.775
SAT;San Antonio International;San Antonio;United States;US;29.533333;-98.466667;67;4726206;6252001;29.533333, -98.466667
TKJ;Tok;Tok;United States;US;53.333333;6.35;67;5876363;6252001;53.333333, 6.35
SFX;San Felix;San Felix;Venezuela;VE;8.35;-62.633333;388;\N;3625428;8.35, -62.633333
ALQ;Federal;Alegrete;Brazil;BR;-29.8;-55.733333;316;3472638;3469034;-29.8, -55.733333
YBX;Blanc Sablon;Blanc Sablon;Canada;CA;51.433333;-57.183333;906;\N;6251999;51.433333, -57.183333
JIM;Jimma;Jimma;Ethiopia;ET;7.666667;36.883333;522;333772;337996;7.666667, 36.883333
WTT;Wantoat;Wantoat;Papua New Guinea;PG;-6.05;146.4;804;\N;2088628;-6.05, 146.4
ALU;Alula;Alula;Somalia;SO;11.883333;50.666667;573;\N;51537;11.883333, 50.666667
BND;Bandar Abbas;Bandar Abbas;Iran;IR;27.2;56.25;632;\N;130758;27.2, 56.25
CTM;Chetumal;Chetumal;Mexico;MX;18.483333;-88.316667;148;3531023;3996063;18.483333, -88.316667
OMD;Oranjemund;Oranjemund;Namibia;NA;-28.583333;16.45;575;3354071;3355338;-28.583333, 16.45
SSF;Stinson Municipal;San Antonio;United States;US;6.233333;-76.733333;67;4726206;6252001;6.233333, -76.733333
NCU;Nukus;Nukus;Uzbekistan;UZ;42.483333;59.633333;788;601294;1512440;42.483333, 59.633333
VKG;Rach Gia;Rach Gia;Viet Nam;VN;9.995278;105.095833;791;1568510;1562822;9.995278, 105.095833
QDM;Shek Mum;Shek Mum;Hong Kong;HK;22.183333;113.9;729;\N;1819730;22.183333, 113.9
LTR;Letterkenny;Letterkenny;Ireland;IE;54.95;-7.733333;441;2962961;2963597;54.95, -7.733333
DRT;International;Del Rio;United States;US;29.366667;-100.916667;67;5520076;6252001;29.366667, -100.916667
CGX;Merrill C Meigs;Chicago;United States;US;41.858889;-87.608333;67;4887398;6252001;41.858889, -87.608333
LOK;Lodwar;Lodwar;Kenya;KE;3.1;36.716667;535;189280;192950;3.1, 36.716667
KGJ;Karonga;Karonga;Malawi;MW;-9.95;33.916667;542;235715;927384;-9.95, 33.916667
RNI;Corn Island;Corn Island;Nicaragua;NI;12.083333;-83.066667;153;3620266;3617476;12.083333, -83.066667
SAX;Sambu;Sambu;Panama;PA;8.1;-78.316667;162;\N;3703433;8.1, -78.316667
GWN;Gnarowein;Gnarowein;Papua New Guinea;PG;-6.566667;146.25;804;\N;2088628;-6.566667, 146.25
BAR;Baker Aaf;Baker Island;United States;US;0.216667;-176.516667;67;\N;6252001;0.216667, -176.516667
LPL;Liverpool John Lennon;Liverpool;United Kingdom;UK;53.333611;-2.849722;493;\N;;53.333611, -2.849722
CEW;Bob Sikes;Crestview;United States;US;30.783333;-86.516667;67;4152311;6252001;30.783333, -86.516667
ZME;Metropark Rail;Newark;United States;US;40.919444;74.169444;67;5376803;6252001;40.919444, 74.169444
TOG;Togiak Village;Togiak Village;United States;US;-0.333333;122.0;67;\N;6252001;-0.333333, 122.0
ELR;Elelim;Elelim;Indonesia;ID;7.816667;40.516667;832;\N;1643084;7.816667, 40.516667
JAB;Jabiru;Jabiru;Australia;AU;-10.216667;132.566667;802;\N;2077456;-10.216667, 132.566667
ASC;Ascension;Ascension;Bolivia;BO;-15.716667;-63.066667;312;3923644;3923057;-15.716667, -63.066667
LGM;Laiagam;Laiagam;Papua New Guinea;PG;-5.533333;143.483333;804;\N;2088628;-5.533333, 143.483333
YFL;Fort Reliance;Fort Reliance;Canada;CA;62.711944;-109.162778;906;\N;6251999;62.711944, -109.162778
ANC;Ted Stevens Anchorage International Airport;Anchorage;United States;US;61.174444;-149.996389;67;5879400;6252001;61.174444, -149.996389
FOS;Forrest;Forrest;Australia;AU;-30.838056;128.115;802;\N;2077456;-30.838056, 128.115
SOI;South Molle Island;South Molle Island;Australia;AU;-20.0;149.0;802;\N;2077456;-20.0, 149.0
JIK;Ikaria;Ikaria Island;Greece;GR;37.682778;26.346944;433;\N;390903;37.682778, 26.346944
KCZ;Kochi;Kochi;Japan;JP;33.55;133.683333;736;1859146;1861060;33.55, 133.683333
KSR;Federal No 1;Sandy River;United States;US;51.0;-96.383333;67;\N;6252001;51.0, -96.383333
LAL;Municipal;Lakeland;United States;US;28.083333;-81.95;67;5123872;6252001;28.083333, -81.95
WGU;Wagau;Wagau;Papua New Guinea;PG;-6.8;146.8;804;\N;2088628;-6.8, 146.8
AXB;Alexandria Bay;Alexandria Bay;United States;US;44.2525;-75.901389;67;5106950;6252001;44.2525, -75.901389
BFG;Bullfrog Basin;Bullfrog Basin;United States;US;37.55;-110.708333;67;\N;6252001;37.55, -110.708333
ZIY;Lianhuashan Port;Lianhuashan;China;CN;23.216667;113.433333;713;\N;1814991;23.216667, 113.433333
LYS;St-Exupéry;Lyon;France;FR;45.725556;5.081111;427;2996944;3017382;45.725556, 5.081111
BJL;Yundum International;Banjul;Gambia;GM;13.35;-16.666667;527;2413876;2413451;13.35, -16.666667
LIB;Limbunya;Limbunya;Australia;AU;-17.333333;129.833333;802;\N;2077456;-17.333333, 129.833333
TUM;Tumut;Tumut;Australia;AU;-35.3;148.216667;802;2145875;2077456;-35.3, 148.216667
NNX;Nunukan;Nunukan;Indonesia;ID;4.15;117.65;832;\N;1643084;4.15, 117.65
KSH;Kermanshah;Kermanshah;Iran;IR;34.266667;47.1;632;\N;130758;34.266667, 47.1
KIR;Kerry;Farranfore;Ireland;IE;52.066667;-9.5;441;\N;2963597;52.066667, -9.5
MPG;Makini;Makini;Papua New Guinea;PG;-6.533333;147.716667;804;\N;2088628;-6.533333, 147.716667
NYM;Nadym;Nadym;Russian Federation;RU;65.483333;72.716667;770;1498087;2017370;65.483333, 72.716667
GEE;George Town;George Town;Tasmania;AU;-41.079167;146.838889;802;\N;2147291;-41.079167, 146.838889
CJN;Gillespie Field;El Cajon;United States;US;32.826111;-116.9725;67;5345529;6252001;32.826111, -116.9725
WDY;Kodiak Fss;Kodiak;United States;US;56.866667;-1.25;67;5866583;6252001;56.866667, -1.25
SJN;St Johns;St Johns;United States;US;34.518889;-109.3775;67;\N;6252001;34.518889, -109.3775
KBL;Khwaja Rawash;Kabul;Afghanistan;AF;34.565833;69.212222;701;1138958;1149361;34.565833, 69.212222
SWL;Spanish Wells;Spanish Wells;Bahamas;BS;18.433333;-77.183333;204;\N;3572887;18.433333, -77.183333
CSR;Casuarito;Casuarito;Colombia;CO;5.833333;-68.133333;327;\N;3686121;5.833333, -68.133333
TCO;La Florida;Tumaco;Colombia;CO;1.833333;-78.5;327;3666640;3686121;1.833333, -78.5
YAP;Yap International;Yap, Caroline Islands;Federated States of Micronesia;FM;9.516667;138.1;810;\N;4044963;9.516667, 138.1
BRK;Bourke;Bourke;Australia;AU;-30.05;145.95;802;\N;2077456;-30.05, 145.95
BRU;Brussels Airport;Brussels;Belgium;BE;50.902222;4.485832999999999;409;2800866;2802361;50.902222, 4.485832999999999
EBG;El Bagre;El Bagre;Colombia;CO;7.616667;-74.816667;327;3684945;3686121;7.616667, -74.816667
LSO;Talmont;Les Sables;France;FR;46.483333;-1.75;427;3005540;3017382;46.483333, -1.75
ENQ;Coronel E Soto Cano AB;Coronel E Soto Cano AB;Honduras;HN;14.369167;-87.617222;131;\N;3608932;14.369167, -87.617222
SEJ;Seydisfjordur;Seydisfjordur;Iceland;IS;65.266667;-14.0;439;\N;2629691;65.266667, -14.0
HCB;Shoal Cove;Shoal Cove;United States;US;55.458333;-131.283333;67;\N;6252001;55.458333, -131.283333
